Acquisition Time (ms)	Shunt Voltage (V)	Sample Voltage (V)	Integrated Sample Voltage (V)					
milliseconds	Volts	Volts	Volts					
7628000	0.8409861541	1.48111623E-5	-0.0102151568	-0.0243761568		0.0039458432	524	30.2755015476
7628250	0.8615525451	1.54613051E-5	-0.0102066955	-0.0243746955		0.0039613045	525	31.0158916236
7628500	0.8819275459	1.34122345E-5	-0.0102002833	-0.0243752833		0.0039747167	526	31.7493916524
7628750	0.9022143826	1.42641457E-5	-0.0101930191	-0.0243750191		0.0039889809	527	32.4797177736
7629000	0.9220303189	1.01256508E-5	-0.0101898935	-0.0243788935		0.0039991065	528	33.1930914804
7629250	0.9428860259	1.25917095E-5	-0.0101843018	-0.0243803018		0.0040116982	529	33.9438969324
7629500	0.963540316	1.4887386E-5	-0.0101764144	-0.0243794144		0.0040265856	530	34.687451376
7629750	0.9840547626	1.15963185E-5	-0.0101718181	-0.0243818181		0.0040381819	531	35.4259714536
7630000	1.0037035	1.25244533E-5	-0.0101662936	-0.0243832936		0.0040507064	532	36.133326
7630250	1.0240646	1.29459252E-5	-0.0101603477	-0.0243843477		0.0040636523	533	36.8663256
7630500	1.0442865	1.64432448E-5	-0.0101509044	-0.0243819044		0.0040800956	534	37.594314
7630750	1.0645799	1.85506041E-5	-0.0101393538	-0.0243773538		0.0040986462	535	38.3248764
7631000	1.0840889	1.86806327E-5	-0.0101276732	-0.0243726732		0.0041173268	536	39.0272004
7631250	1.1045769	1.88196287E-5	-0.0101158536	-0.0243678536		0.0041361464	537	39.7647684
7631500	1.1252909	1.80932623E-5	-0.0101047603	-0.0243637603		0.0041542397	538	40.5104724
7631750	1.1457653	2.14515859E-5	-0.0100903087	-0.0243563087		0.0041756913	539	41.2475508
7632000	1.1661306	2.74642854E-5	-0.0100698444	-0.0243428444		0.0042031556	540	41.9807016
7632250	1.1864146	2.67648215E-5	-0.0100500796	-0.0243300796		0.0042299204	541	42.7109256
7632500	1.2111565	2.95626772E-5	-0.010027517	-0.024314517		0.004259483	542	43.601634
7632750	1.2273042	3.07643204E-5	-0.0100037526	-0.0242977526		0.0042902474	543	44.1829512
7633000	1.2473542	3.98752864E-5	-0.0099708773	-0.0242718773		0.0043301227	544	44.9047512
7633250	1.2677472	2.56169833E-5	-0.0099522604	-0.0242602604		0.0043557396	545	45.6388992
7633500	1.2881956	2.9688222E-5	-0.0099295721	-0.0242445721		0.0043854279	546	46.3750416
7633750	1.308463	2.66661792E-5	-0.009909906	-0.024231906		0.004412094	547	47.104668
7634000	1.3287233	4.74617798E-5	-0.0098694442	-0.0241984442		0.0044595558	548	47.8340388
7634250	1.3490496	5.72587585E-5	-0.0098191854	-0.0241551854		0.0045168146	549	48.5657856
7634500	1.3696614	7.04140608E-5	-0.0097557714	-0.0240987714		0.0045872286	550	49.3078104
7634750	1.3894312	6.21908759E-5	-0.0097005805	-0.0240505805		0.0046494195	551	50.0195232
7635000	1.4098176	5.3864565E-5	-0.0096537159	-0.0240107159		0.0047032841	552	50.7534336
7635250	1.4303808	6.85891774E-5	-0.0095921267	-0.0239561267		0.0047718733	553	51.4937088
7635500	1.4507236	4.47311802E-5	-0.0095543956	-0.0239253956		0.0048166044	554	52.2260496
7635750	1.4706301	4.20319669E-5	-0.0095193636	-0.0238973636		0.0048586364	555	52.9426836
7636000	1.4905884	3.98349327E-5	-0.0094865287	-0.0238715287		0.0048984713	556	53.6611824
7636250	1.5108558	5.30171375E-5	-0.0094405115	-0.0238325115		0.0049514885	557	54.3908088
7636500	1.5314872	5.21203889E-5	-0.0093953911	-0.0237943911		0.0050036089	558	55.1335392
7636750	1.5520982	5.45371264E-5	-0.009347854	-0.023753854		0.005058146	559	55.8755352
7637000	1.5725755	4.41213912E-5	-0.0093107326	-0.0237237326		0.0051022674	560	56.612718
7637250	1.5921862	6.19666888E-5	-0.0092557659	-0.0236757659		0.0051642341	561	57.3187032
7637500	1.6124153	5.77161003E-5	-0.0092050498	-0.0236320498		0.0052219502	562	58.0469508
7637750	1.6326279	9.89530858E-5	-0.0091130967	-0.0235470967		0.0053209033	563	58.7746044
7638000	1.6529119	9.45321151E-5	-0.0090255646	-0.0234665646		0.0054154354	564	59.5048284
7638250	1.6734529	1.039569432E-4	-0.0089286077	-0.0233766077		0.0055193923	565	60.2443044
7638500	1.6941609	1.145071907E-4	-0.0088211005	-0.0232761005		0.0056338995	566	60.9897924
7638750	1.7145794	1.150631749E-4	-0.0087130373	-0.0231750373		0.0057489627	567	61.7248584
7639000	1.7342044	1.256492924E-4	-0.008594388	-0.023063388		0.005874612	568	62.4313584
7639250	1.7545943	1.333254606E-4	-0.0084680626	-0.0229440626		0.0060079374	569	63.1653948
7639500	1.774852	1.765756468E-4	-0.0082984869	-0.0227814869		0.0061845131	570	63.894672
7639750	1.7950802	2.284346198E-4	-0.0080770523	-0.0225670523		0.0064129477	571	64.6228872
7640000	1.815713	2.948029856E-4	-0.0077892493	-0.0222862493		0.0067077507	572	65.365668
7640250	1.836438	3.334573351E-4	-0.007462792	-0.021966792		0.007041208	573	66.111768
7640500	1.8568449	3.89472738E-4	-0.0070803192	-0.0215913192		0.0074306808	574	66.8464164
7640750	1.8767612	4.615175225E-4	-0.0066258017	-0.0211438017		0.0078921983	575	67.5634032
7641000	1.896846	6.029796181E-4	-0.0060298221	-0.0205548221		0.0084951779	576	68.286456
7641250	1.9170132	7.527276711E-4	-0.0052840944	-0.0198160944		0.0092479056	577	69.0124752
7641500	1.9373581	9.55469084E-4	-0.0043356253	-0.0188746253		0.0102033747	578	69.7448916
7641750	1.9580292	0.0010671053	-0.00327552	-0.01782152		0.01127048	579	70.4890512
7642000	1.9786295	0.0012345597	-0.0020479603	-0.0166009603		0.0125050397	580	71.230662
7642250	1.9991838	0.0013672695	-6.876908E-4	-0.0152476908		0.0138723092	581	71.9706168
7642500	2.0194339	0.0014974774	8.02786599999999E-4	-0.0137642134		0.0153697866	582	72.6996204
7642750	2.0396505	0.0015377863	0.0023335728	-0.0122404272		0.0169075728	583	73.427418
7643000	2.0599781	0.0015984334	0.0039250062	-0.0106559938		0.0185060062	584	74.1592116
7643250	2.0805579	0.0015332935	0.0054512997	-0.0091367003		0.0200392997	585	74.9000844
7643500	2.1002528	0.0015900802	0.0070343799	-0.0075606201		0.0216293799	586	75.6091008
7643750	2.1209141	0.001503943	0.0085313228	-0.0060706772		0.0231333228	587	76.3529076
7644000	2.1412991	0.0012660356	0.0097903584	-0.0048186416		0.0243993584	588	77.0867676
7644250	2.1616811	5.850805156E-4	0.0103684389	-0.0042475611		0.0249844389	589	77.8205196
7644500	2.1815658	2.006578312E-4	0.0105620967	-0.0040609033		0.0251850967	590	78.5363688
7644750	2.2016617	1.494265822E-4	0.0107045233	-0.0039254767		0.0253345233	591	79.2598212
7645000	2.2220637	1.473954466E-4	0.0108449188	-0.0037920812		0.0254819188	592	79.9942932
7645250	2.2425722	1.453508597E-4	0.0109832696	-0.0036607304		0.0256272696	593	80.7325992
7645500	2.263233	1.382799968E-4	0.0111145496	-0.0035364504		0.0257655496	594	81.476388
7645750	2.2837517	1.259138333E-4	0.0112334635	-0.0034245365		0.0258914635	595	82.2150612
7646000	2.3040579	1.168163185E-4	0.0113432798	-0.0033217202		0.0260082798	596	82.9460844
7646250	2.3237382	1.130723929E-4	0.0114493522	-0.0032226478		0.0261213522	597	83.6545752
7646500	2.3439704	1.181659251E-4	0.0115605181	-0.0031184819		0.0262395181	598	84.3829344
7646750	2.3642374	1.290838396E-4	0.0116826019	-0.0030033981		0.0263686019	599	85.1125464
7647000	2.3849187	1.32307651E-4	0.0118079096	-0.0028850904		0.0265009096	600	85.8570732
7647250	2.4055729	1.234432908E-4	0.0119243529	-0.0027756471		0.0266243529	601	86.6006244
7647500	2.426002	1.105704643E-4	0.0120279233	-0.0026790767		0.0267349233	602	87.336072
7647750	2.4456288	5.57208346E-5	0.0120766442	-0.0026373558		0.0267906442	603	88.0426368
7648000	2.4392939	-1.555722195E-7	0.0120694886	-0.0026515114		0.0267904886	604	87.8145804
7648250	2.419455	-7.02228837E-5	0.0119922657	-0.0027357343		0.0267202657	605	87.10038
7648500	2.39918	-9.60177994E-5	0.0118892479	-0.0028457521		0.0266242479	606	86.37048
7648750	2.3785998	-8.58935303E-5	0.0117963544	-0.0029456456		0.0265383544	607	85.6295928
7649000	2.3581751	-9.16909971E-5	0.0116976634	-0.0030513366		0.0264466634	608	84.8943036
7649250	2.3374319	-8.16564027E-5	0.011609007	-0.003146993		0.026365007	609	84.1475484
7649500	2.3177133	-8.11362897E-5	0.0115208707	-0.0032421293		0.0262838707	610	83.4376788
7649750	2.2974534	-7.61010576E-5	0.0114377696	-0.0033322304		0.0262077696	611	82.7083224
7650000	2.277292	-8.07641398E-5	0.0113500055	-0.0034269945		0.0261270055	612	81.982512
7650250	2.2569297	-8.71982966E-5	0.0112558072	-0.0035281928		0.0260398072	613	81.2494692
7650500	2.2362003	-8.63329362E-5	0.0111624743	-0.0036285257		0.0259534743	614	80.5032108
7650750	2.2155867	-8.14411835E-5	0.0110740331	-0.0037239669		0.0258720331	615	79.7611212
7651000	2.1951303	-7.49487382E-5	0.0109920843	-0.0038129157		0.0257970843	616	79.0246908
7651250	2.1753855	-7.152765E-5	0.0109135567	-0.0038984433		0.0257255567	617	78.313878
7651500	2.1552348	-6.76940583E-5	0.0108388626	-0.0039801374		0.0256578626	618	77.5884528
7651750	2.1349976	-6.63803245E-5	0.0107654823	-0.0040605177		0.0255914823	619	76.8599136
7652000	2.1145636	-6.49500137E-5	0.0106935323	-0.0041394677		0.0255265323	620	76.1242896
7652250	2.0940743	-6.04931832E-5	0.0106260391	-0.0042139609		0.0254660391	621	75.3866748
7652500	2.0733653	-5.33416291E-5	0.0105656975	-0.0042813025		0.0254126975	622	74.6411508
7652750	2.0528902	-4.49884346E-5	0.010513709	-0.004340291		0.025367709	623	73.9040472
7653000	2.0332412	-3.51376733E-5	0.0104715714	-0.0043894286		0.0253325714	624	73.1966832
7653250	2.0128949	-2.28925986E-5	0.0104416788	-0.0044263212		0.0253096788	625	72.4642164
7653500	1.9926952	-1.33736335E-5	0.0104213051	-0.0044536949		0.0252963051	626	71.7370272
7653750	1.9724211	-3.3031599E-6	0.010411002	-0.004470998		0.025293002	627	71.0071596
7654000	1.9516462	1.403548269E-7	0.0104041423	-0.0044848577		0.0252931423	628	70.2592632
7654250	1.9310054	1.6827625E-6	0.0103988251	-0.0044971749		0.0252948251	629	69.5161944
7654500	1.9114757	2.2208116E-6	0.0103940459	-0.0045089541		0.0252970459	630	68.8131252
7654750	1.890953	2.1759742E-6	0.0103892219	-0.0045207781		0.0252992219	631	68.074308
7655000	1.8706308	3.0144342E-6	0.0103852363	-0.0045317637		0.0253022363	632	67.3427088
7655250	1.8504048	4.7855127E-6	0.0103830218	-0.0045409782		0.0253070218	633	66.6145728
7655500	1.8300068	4.3999108E-6	0.0103804217	-0.0045505783		0.0253114217	634	65.8802448
7655750	1.8090265	4.0681138E-6	0.0103774899	-0.0045605101		0.0253154899	635	65.124954
7656000	1.7887395	5.0007324E-6	0.0103754906	-0.0045695094		0.0253204906	636	64.394622
7656250	1.7682346	5.547749E-6	0.0103740383	-0.0045779617		0.0253260383	637	63.6564456
7656500	1.7485111	3.785638E-6	0.010370824	-0.00458817600000001		0.025329824	638	62.9463996
7656750	1.7283716	4.6465167E-6	0.0103684705	-0.00459752950000001		0.0253344705	639	62.2213776
7657000	1.708113	4.8527689E-6	0.0103663233	-0.0046066767		0.0253393233	640	61.492068
7657250	1.6876616	5.1531796E-6	0.0103644764	-0.0046155236		0.0253444764	641	60.7558176
7657500	1.667113	5.6239727E-6	0.0103631004	-0.0046238996		0.0253501004	642	60.016068
7657750	1.6464406	5.3370131E-6	0.0103614374	-0.0046325626		0.0253554374	643	59.2718616
7658000	1.6260016	4.4043945E-6	0.0103588418	-0.0046421582		0.0253598418	644	58.5360576
7658250	1.6063245	4.9065738E-6	0.0103567484	-0.0046512516		0.0253647484	645	57.827682
7658500	1.5861449	5.0052161E-6	0.0103547536	-0.0046602464		0.0253697536	646	57.1012164
7658750	1.5659581	5.4715254E-6	0.0103532251	-0.0046687749		0.0253752251	647	56.3744916
7659000	1.545508	4.5433906E-6	0.0103507685	-0.0046782315		0.0253797685	648	55.638288
7659250	1.5248248	4.9558949E-6	0.0103487244	-0.0046872756		0.0253847244	649	54.8936928
7659500	1.5045307	5.6060377E-6	0.0103473305	-0.0046956695		0.0253903305	650	54.1631052
7659750	1.4845399	4.6196142E-6	0.0103449501	-0.0047050499		0.0253949501	651	53.4434364
7660000	1.4642497	4.2878172E-6	0.0103422379	-0.0047147621		0.0253992379	652	52.7129892
7660250	1.4444653	5.0007324E-6	0.0103402386	-0.0047237614		0.0254042386	653	52.0007508
7660500	1.4242468	5.2428545E-6	0.0103384815	-0.0047325185		0.0254094815	654	51.2728848
7660750	1.40404	5.1307609E-6	0.0103366122	-0.0047413878		0.0254146122	655	50.54544
7661000	1.3838804	3.5659346E-6	0.0103331782	-0.0047518218		0.0254181782	656	49.8196944
7661250	1.3640339	4.5747768E-6	0.010330753	-0.004761247		0.025422753	657	49.1052204
7661500	1.3433486	4.6375492E-6	0.0103283905	-0.0047706095		0.0254273905	658	48.3605496
7661750	1.3227105	4.745159E-6	0.0103261357	-0.0047798643		0.0254321357	659	47.617578
7662000	1.3023067	4.1264025E-6	0.0103232621	-0.0047897379		0.0254362621	660	46.8830412
7662250	1.2819979	4.2833335E-6	0.0103205454	-0.0047994546		0.0254405454	661	46.1519244
7662500	1.2617629	3.8887641E-6	0.0103174342	-0.0048095658		0.0254444342	662	45.4234644
7662750	1.2413133	4.6465167E-6	0.0103150807	-0.0048189193		0.0254490807	663	44.6872788
7663000	1.2207612	6.0588958E-6	0.0103141396	-0.0048268604		0.0254551396	664	43.9474032
7663250	1.2001279	5.1666309E-6	0.0103123062	-0.0048356938		0.0254603062	665	43.2046044
7663500	1.1799193	6.1216682E-6	0.0103114279	-0.0048435721		0.0254664279	666	42.4770948
7663750	1.1600047	4.7137728E-6	0.0103091416	-0.0048528584		0.0254711416	667	41.7601692
7664000	1.1398398	5.8840298E-6	0.0103080257	-0.0048609743		0.0254770257	668	41.0342328
7664250	1.1196436	4.7944802E-6	0.0103058202	-0.0048701798		0.0254818202	669	40.3071696
7664500	1.0993223	4.8079314E-6	0.0103036281	-0.0048793719		0.0254866281	670	39.5756028
7664750	1.0785576	5.8929973E-6	0.0103025211	-0.0048874789		0.0254925211	671	38.8280736
7665000	1.0579819	5.0096999E-6	0.0103005308	-0.0048964692		0.0254975308	672	38.0873484
7665250	1.03755	3.6914794E-6	0.0102972223	-0.0049067777		0.0255012223	673	37.3518
7665500	1.017811	4.6554842E-6	0.0102948777	-0.0049161223		0.0255058777	674	36.641196
7665750	0.9956162269	5.0500535E-6	0.0102929278	-0.0049250722		0.0255109278	675	35.8421841684
7666000	0.9773198399	3.9291178E-6	0.0102898569	-0.0049351431		0.0255148569	676	35.1835142364
7666250	0.956844219	3.942569E-6	0.0102867995	-0.0049452005		0.0255187995	677	34.446391884
7666500	0.9361200514	3.0144342E-6	0.0102828139	-0.0049561861		0.0255218139	678	33.7003218504
7666750	0.9156319744	5.0007324E-6	0.0102808147	-0.0049651853		0.0255268147	679	32.9627510784
7667000	0.8952203123	4.6958378E-6	0.0102785105	-0.0049744895		0.0255315105	680	32.2279312428
7667250	0.8755987698	4.2609148E-6	0.0102757714	-0.0049842286		0.0255357714	681	31.5215557128
7667500	0.8553666602	3.924634E-6	0.010272696	-0.004994304		0.025539696	682	30.7931997672
7667750	0.8352457716	3.4672922E-6	0.0102691633	-0.0050048367		0.0255431633	683	30.0688477776
7668000	0.8148242152	4.0501788E-6	0.0102662135	-0.0050147865		0.0255472135	684	29.3336717472
7668250	0.7950751087	4.6330654E-6	0.0102638466	-0.0050241534		0.0255518466	685	28.6227039132
7668500	0.7744627363	5.4177205E-6	0.0102622643	-0.0050327357		0.0255572643	686	27.8806585068
7668750	0.7541041669	4.6151305E-6	0.0102598794	-0.0050421206		0.0255618794	687	27.1477500084
7669000	0.7336531489	4.763094E-6	0.0102576425	-0.0050513575		0.0255666425	688	26.4115133604
7669250	0.7134901218	4.763094E-6	0.0102554056	-0.0050605944		0.0255714056	689	25.6856443848
7669500	0.6932624292	4.0008577E-6	0.0102524065	-0.0050705935		0.0255754065	690	24.9574474512
7669750	0.6734822268	3.7318331E-6	0.0102491383	-0.0050808617		0.0255791383	691	24.2453601648
7670000	0.6532968494	4.3685246E-6	0.0102465068	-0.0050904932		0.0255835068	692	23.5186865784
7670250	0.632567558	3.9694715E-6	0.0102434763	-0.0051005237		0.0255874763	693	22.772432088
7670500	0.6120471042	4.781029E-6	0.0102412573	-0.0051097427		0.0255922573	694	22.0336957512
7670750	0.5916612375	4.9065738E-6	0.0102391639	-0.00511883610000001		0.0255971639	695	21.29980455
7671000	0.5713550983	6.2875667E-6	0.0102384515	-0.0051265485		0.0256034515	696	20.5687835388
7671250	0.5512544398	6.3503391E-6	0.0102378018	-0.0051341982		0.0256098018	697	19.8451598328
7671500	0.5307799231	6.2158268E-6	0.0102370176	-0.0051419824		0.0256160176	698	19.1080772316
7671750	0.5107118623	4.117435E-6	0.0102341351	-0.0051518649		0.0256201351	699	18.3856270428
7672000	0.4905620863	4.4581995E-6	0.0102315933	-0.0051614067		0.0256245933	700	17.6602351068
7672250	0.4699875237	5.3370131E-6	0.0102299303	-0.0051700697		0.0256299303	701	16.9195508532
7672500	0.4496014804	4.5927118E-6	0.010227523	-0.005179477		0.025634523	702	16.1856532944
7672750	0.429477279	4.4940694E-6	0.0102250171	-0.0051889829		0.0256390171	703	15.461182044
7673000	0.4092232609	2.8799219E-6	0.010220897	-0.005200103		0.025641897	704	14.7320373924
7673250	0.3892718098	4.4940694E-6	0.0102183911	-0.0052096089		0.0256463911	705	14.0137851528
7673500	0.3688728245	3.2296538E-6	0.0102146207	-0.0052203793		0.0256496207	706	13.279421682
7673750	0.3485279921	3.4000361E-6	0.0102110207	-0.0052309793		0.0256530207	707	12.5470077156
7674000	0.3280268408	2.2701328E-6	0.0102062909	-0.0052427091		0.0256552909	708	11.8089662688
7674250	0.3076760453	3.4224548E-6	0.0102027133	-0.0052532867		0.0256587133	709	11.0763376308
7674500	0.2874900054	2.9023406E-6	0.0101986157	-0.0052643843		0.0256616157	710	10.3496401944
7674750	0.2672735763	4.7855127E-6	0.0101964012	-0.0052735988		0.0256664012	711	9.6218487468
7675000	0.2468029025	4.6465167E-6	0.0101940477	-0.0052829523		0.0256710477	712	8.88490449
7675250	0.2261168981	3.4897109E-6	0.0101905374	-0.0052934626		0.0256745374	713	8.1402083316
7675500	0.2057096087	3.3686499E-6	0.0101869061	-0.0053040939		0.0256779061	714	7.4055459132
7675750	0.1853157914	2.0011082E-6	0.0101819072	-0.0053160928		0.0256799072	715	6.6713684904
7676000	0.1650301914	2.8664706E-6	0.0101777736	-0.0053272264		0.0256827736	716	5.9410868904
7676250	0.1453133293	2.2656491E-6	0.0101730393	-0.0053389607		0.0256850393	717	5.2312798548
7676500	0.1253147485	5.6867451E-6	0.010171726	-0.005347274		0.025690726	718	4.511330946
7676750	0.1047577658	6.5700425E-6	0.0101712961	-0.0053547039		0.0256972961	719	3.7712795688
7677000	0.0823183931	6.1754731E-6	0.0101704716	-0.0053625284		0.0257034716	720	2.9634621516
7677250	0.0636287785	5.9557697E-6	0.0101694273	-0.0053705727		0.0257094273	721	2.290636026
7677500	0.043844751	7.5340472E-6	0.0101699614	-0.0053770386		0.0257169614	722	1.578411036
7677750	0.0237863861	5.408753E-6	0.0101683701	-0.0053856299		0.0257223701	723	0.8563098996
7678000	0.0035991195	6.368274E-6	0.0101677384	-0.0053932616		0.0257287384	724	0.129568302
7693750	-0.0188491738	6.0857982E-6	0.0101668242	-0.0054011758		0.0257348242	725	-0.6785702568
7694000	-0.0392148682	4.6330654E-6	0.0101644573	-0.0054105427		0.0257394573	726	-1.4117352552
7694250	-0.0588947296	6.1575381E-6	0.0101636148	-0.0054183852		0.0257456148	727	-2.1202102656
7694500	-0.0786666248	5.9781884E-6	0.010162593	-0.005426407		0.025751593	728	-2.8319984928
7694750	-0.0986470465	6.5341725E-6	0.0101621272	-0.0054338728		0.0257581272	729	-3.551293674
7695000	-0.1188833214	7.0184168E-6	0.0101621456	-0.0054408544		0.0257651456	730	-4.2797995704
7695250	-0.1434153288	5.1576634E-6	0.0101603032	-0.0054496968		0.0257703032	731	-5.1629518368
7695500	-0.1596187018	4.3371384E-6	0.0101576404	-0.0054593596		0.0257746404	732	-5.7462732648
7695750	-0.1803073755	4.4537157E-6	0.0101550941	-0.0054689059		0.0257790941	733	-6.491065518
7696000	-0.2006339425	6.229278E-6	0.0101543234	-0.0054766766		0.0257853234	734	-7.22282193
7696250	-0.2203375338	6.0095746E-6	0.0101533329	-0.0054846671		0.0257913329	735	-7.9321512168
7696500	-0.2405848154	5.5791352E-6	0.0101519121	-0.0054930879		0.0257969121	736	-8.6610533544
7696750	-0.2600660984	2.7633446E-6	0.0101476754	-0.0055043246		0.0257996754	737	-9.3623795424
7697000	-0.2802784856	6.335665707E-7	0.010141309	-0.005517691		0.025800309	738	-10.0900254816
7697250	-0.3005177282	9.294936171E-7	0.0101352385	-0.0055307615		0.0258012385	739	-10.8186382152
7697500	-0.3211404559	1.3464817E-6	0.010129585	-0.005543415		0.025802585	740	-11.5610564124
7697750	-0.3417352681	2.703833775E-7	0.0101228554	-0.0055571446		0.0258028554	741	-12.3024696516
7698000	-0.3620284424	2.5705436E-6	0.0101184259	-0.0055685741		0.0258054259	742	-13.0330239264
7698250	-0.3817404703	2.3284215E-6	0.0101137543	-0.0055802457		0.0258077543	743	-13.7426569308
7698500	-0.4019733524	4.6913541E-6	0.0101114457	-0.0055895543		0.0258124457	744	-14.4710406864
7698750	-0.4220559235	3.3013937E-6	0.0101077471	-0.0056002529		0.0258157471	745	-15.194013246
7699000	-0.4423756882	4.9155413E-6	0.0101056626	-0.0056093374		0.0258206626	746	-15.9255247752
7699250	-0.4629955007	3.5255809E-6	0.0101021882	-0.0056198118		0.0258241882	747	-16.6678380252
7699500	-0.4825689669	1.8083073E-6	0.0100969965	-0.0056320035		0.0258259965	748	-17.3724828084
7699750	-0.5030978772	2.4719013E-6	0.0100924684	-0.0056435316		0.0258284684	749	-18.1115235792
7700000	-0.5235711774	2.4853525E-6	0.0100879537	-0.0056550463		0.0258309537	750	-18.8485623864
7700250	-0.5438455794	1.5258315E-6	0.0100824796	-0.0056675204		0.0258324796	751	-19.5784408584
7700500	-0.5639796087	3.27449918E-8	0.0100755123	-0.0056814877		0.0258325123	752	-20.3032659132
7700750	-0.5843208402	1.358710837E-7	0.0100686482	-0.0056953518		0.0258326482	753	-21.0355502472
7701000	-0.6049796991	2.2208116E-6	0.010063869	-0.005707131		0.025834869	754	-21.7792691676
7701250	-0.6254577696	1.9607545E-6	0.0100588298	-0.0057191702		0.0258368298	755	-22.5164797056
7701500	-0.6458821292	2.9740805E-6	0.0100548038	-0.0057301962		0.0258398038	756	-23.2517566512
7701750	-0.6655826287	-1.2047681E-6	0.0100465991	-0.0057454009		0.0258385991	757	-23.9609746332
7702000	-0.685712771	2.82612487E-8	0.0100396273	-0.0057593727		0.0258386273	758	-24.685659756
7702250	-0.7058742742	3.4807435E-6	0.0100361081	-0.0057698919		0.0258421081	759	-25.4114738712
7702500	-0.7261674043	4.048956713E-7	0.010029513	-0.005783487		0.025842513	760	-26.1420265548
7702750	-0.7468461398	-1.4289553E-6	0.010021084	-0.005798916		0.025841084	761	-26.8864610328
7703000	-0.7673051288	-5.815278164E-7	0.0100135025	-0.0058134975		0.0258405025	762	-27.6229846368
7703250	-0.7876764843	-1.6038212E-6	0.0100048987	-0.0058291013		0.0258388987	763	-28.3563534348
7703500	-0.8073940776	-3.1596801E-6	0.009994739	-0.005846261		0.025835739	764	-29.0661867936
7703750	-0.8274693165	-5.2087507E-6	0.0099825302	-0.0058654698		0.0258305302	765	-29.788895394
7704000	-0.8476454841	-4.6168966E-6	0.0099709133	-0.0058840867		0.0258259133	766	-30.5152374276
7704250	-0.868039543	-3.4197372E-6	0.0099604936	-0.0059015064		0.0258224936	767	-31.249423548
7704500	-0.8885614745	-2.497308251E-7	0.0099532439	-0.0059157561		0.0258222439	768	-31.988213082
7704750	-0.9091453325	8.801724427E-7	0.009947124	-0.005928876		0.025823124	769	-32.72923197
7705000	-0.929642617	1.2343881E-6	0.0099413584	-0.0059416416		0.0258243584	770	-33.467134212
7705250	-0.9492422319	8.129162958E-7	0.0099351714	-0.0059548286		0.0258251714	771	-34.1727203484
7705500	-0.9688171556	1.5886039E-6	0.00992976	-0.00596724		0.02582676	772	-34.8774176016
7705750	-0.9890626262	-7.160401102E-7	0.0099220439	-0.0059819561		0.0258260439	773	-35.6062545432
7706000	-1.0091773	-4.0878149E-6	0.0099109561	-0.0060000439		0.0258219561	774	-36.3303828
7706250	-1.0295799	-2.0073581E-6	0.0099019487	-0.0060160513		0.0258199487	775	-37.0648764
7706500	-1.0501918	-3.5407983E-6	0.0098914079	-0.0060335921		0.0258164079	776	-37.8069048
7706750	-1.0707644	-3.3793835E-6	0.0098810286	-0.0060509714		0.0258130286	777	-38.5475184
7707000	-1.0911355	-5.8544097E-6	0.0098681742	-0.0060708258		0.0258071742	778	-39.280878
7707250	-1.1108131	-4.4061607E-6	0.009856768	-0.006089232		0.025802768	779	-39.9892716
7707500	-1.1309723	-4.6168966E-6	0.0098451511	-0.0061078489		0.0257981511	780	-40.7150028
7707750	-1.1511704	-1.04188535E-5	0.0098277322	-0.0061322678		0.0257877322	781	-41.4421344
7708000	-1.1715574	-1.09210316E-5	0.0098098112	-0.0061571888		0.0257768112	782	-42.1760664
7708250	-1.1922328	-1.4171738E-5	0.0097886395	-0.0061853605		0.0257626395	783	-42.9203808
7708500	-1.2168492	-2.11349753E-5	0.0097605045	-0.0062204955		0.0257415045	784	-43.8065712
7708750	-1.2331687	-2.77036441E-5	0.0097258009	-0.0062621991		0.0257138009	785	-44.3940732
7709000	-1.2528671	-2.5354168E-5	0.0096934467	-0.0063015533		0.0256884467	786	-45.1032156
7709250	-1.2730805	-2.66230644E-5	0.0096598236	-0.0063421764		0.0256618236	787	-45.830898
7709500	-1.2931665	-2.79323144E-5	0.0096248913	-0.0063841087		0.0256338913	788	-46.553994
7709750	-1.3135947	-2.41166577E-5	0.0095937746	-0.0064222254		0.0256097746	789	-47.2894092
7710000	-1.3338193	-3.80520997E-5	0.0095487225	-0.0064742775		0.0255717225	790	-48.0174948
7710250	-1.3538678	-3.49179704E-5	0.0095068046	-0.0065231954		0.0255368046	791	-48.7392408
7710500	-1.374439	-4.57551529E-5	0.0094540494	-0.0065829506		0.0254910494	792	-49.479804
7710750	-1.3948516	-2.75601646E-5	0.0094194893	-0.0066245107		0.0254634893	793	-50.2146576
7711000	-1.4144889	-3.83300912E-5	0.0093741592	-0.0066768408		0.0254251592	794	-50.9216004
7711250	-1.4341125	-3.46041091E-5	0.0093325551	-0.0067254449		0.0253905551	795	-51.62805
7711500	-1.4542916	-5.53010204E-5	0.009270254	-0.006794746		0.025335254	796	-52.3544976
7711750	-1.4745041	-4.90013756E-5	0.0092142527	-0.0068577473		0.0252862527	797	-53.0821476
7712000	-1.4948383	-3.4420276E-5	0.0091728324	-0.0069061676		0.0252518324	798	-53.8141788
7712250	-1.5155106	-3.16403616E-5	0.009134192	-0.006951808		0.025220192	799	-54.5583816
7712500	-1.5360639	-2.98648033E-5	0.0090973272	-0.0069956728		0.0251903272	800	-55.2983004
7712750	-1.5558603	-4.26030887E-5	0.0090477241	-0.0070522759		0.0251477241	801	-56.0109708
