Acquisition Time (ms)	Shunt Voltage (V)	Sample Voltage (V)	Integrated Sample Voltage (V)						
milliseconds	Volts	Volts	Volts						
5215000	2.0491247	1.2030019E-6	0.0115405822	0.0075341822				625	73.7684892
5215250	2.0281822	2.2163279E-6	0.0115366985	0.0075241985				626	73.0145592
5215500	2.0070946	2.0997506E-6	0.0115326983	0.0075140983				627	72.2554056
5215750	1.9861878	2.337389E-6	0.0115289356	0.0075042356				628	71.5027608
5216000	1.9662559	2.0145595E-6	0.0115248502	0.0074940502				629	70.7852124
5216250	1.9455242	2.3777426E-6	0.0115211279	0.0074842279				630	70.0388712
5216500	1.9247725	3.2027514E-6	0.0115182307	0.0074752307				631	69.29181
5216750	1.9041321	2.8350844E-6	0.0115149658	0.0074658658				632	68.5487556
5217000	1.8832998	3.6152557E-6	0.011512481	0.007457281				633	67.7987928
5217250	1.8621079	3.5345484E-6	0.0115099156	0.0074486156				634	67.0358844
5217500	1.8412403	3.1668814E-6	0.0115069825	0.0074395825				635	66.2846508
5217750	1.8206663	3.9963739E-6	0.0115048788	0.0074313788				636	65.5439868
5218000	1.7998874	4.3864596E-6	0.0115031653	0.0074235653				637	64.7959464
5218250	1.7798031	4.6689354E-6	0.0115017342	0.0074160342				638	64.0729116
5218500	1.7591316	4.6958378E-6	0.0115003301	0.0074085301				639	63.3287376
5218750	1.7383014	3.8394429E-6	0.0114980695	0.0074001695				640	62.5788504
5219000	1.7171746	4.4357807E-6	0.0114964053	0.0073924053				641	61.8182856
5219250	1.6962282	4.3595571E-6	0.0114946649	0.0073845649				642	61.0642152
5219500	1.676216	4.7541265E-6	0.011493319	0.007377119				643	60.343776
5219750	1.6555298	4.7092891E-6	0.0114919283	0.0073696283				644	59.5990728
5220000	1.6349901	4.1622724E-6	0.0114899905	0.0073615905				645	58.8596436
5220250	1.6142727	4.3326546E-6	0.0114882232	0.0073537232				646	58.1138172
5220500	1.5934698	4.9603787E-6	0.0114870836	0.0073464836				647	57.3649128
5220750	1.5723598	5.2787244E-6	0.0114862623	0.0073395623				648	56.6049528
5221000	1.5515283	4.8348339E-6	0.0114849971	0.0073321971				649	55.8550188
5221250	1.5314026	4.93796E-6	0.0114838351	0.0073249351				650	55.1304936
5221500	1.510797	5.1397284E-6	0.0114828748	0.0073178748				651	54.388692
5221750	1.4901736	5.0410861E-6	0.0114818159	0.0073107159				652	53.6462496
5222000	1.4694784	5.6732938E-6	0.0114813892	0.0073041892				653	52.9012224
5222250	1.4484897	5.4132367E-6	0.0114807024	0.0072974024				654	52.1456292
5222500	1.4275067	5.3101107E-6	0.0114799125	0.0072905125				655	51.3902412
5222750	1.406604	5.5342978E-6	0.0114793468	0.0072838468				656	50.637744
5223000	1.3864925	5.2069846E-6	0.0114784538	0.0072768538				657	49.91373
5223250	1.3659831	6.247213E-6	0.011478601	0.007270901				658	49.1753916
5223500	1.3453486	5.1576634E-6	0.0114776587	0.0072638587				659	48.4325496
5223750	1.3245911	5.5208466E-6	0.0114770796	0.0072571796				660	47.6852796
5224000	1.3035542	5.3728831E-6	0.0114763524	0.0072503524				661	46.9279512
5224250	1.2824857	6.0275096E-6	0.0114762799	0.0072441799				662	46.1694852
5224500	1.2617522	5.4132367E-6	0.0114755932	0.0072373932				663	45.4230792
5224750	1.2416844	6.247213E-6	0.0114757404	0.0072314404				664	44.7006384
5225000	1.2210204	5.269757E-6	0.0114749102	0.0072245102				665	43.9567344
5225250	1.2004304	5.3056269E-6	0.0114741158	0.0072176158				666	43.2154944
5225500	1.1797273	5.2204358E-6	0.0114732362	0.0072106362				667	42.4701828
5225750	1.1587835	5.3549481E-6	0.0114724912	0.0072037912				668	41.716206
5226000	1.1377814	5.6284564E-6	0.0114720196	0.0071972196				669	40.9601304
5226250	1.1169945	5.4625579E-6	0.0114713822	0.0071904822				670	40.211802
5226500	1.0969347	5.6150052E-6	0.0114708972	0.0071838972				671	39.4896492
5226750	1.0762917	5.1307609E-6	0.0114699279	0.0071768279				672	38.7465012
5227000	1.055707	4.570293E-6	0.0114683982	0.0071691982				673	38.005452
5227250	1.0349183	4.7137728E-6	0.011467012	0.007161712				674	37.2570588
5227500	1.0140445	5.915416E-6	0.0114668274	0.0071554274				675	36.505602
5227750	0.9910134083	4.7720615E-6	0.0114654995	0.0071479995				676	35.6764826988
5228000	0.9727518277	5.8660948E-6	0.0114652656	0.0071416656				677	35.0190657972
5228250	0.9520517771	5.3863343E-6	0.0114645519	0.0071348519				678	34.2738639756
5228500	0.9313431132	5.2294033E-6	0.0114636813	0.0071278813				679	33.5283520752
5228750	0.9108152388	5.3728831E-6	0.0114629542	0.0071210542				680	32.7893485968
5229000	0.8900628905	5.7674525E-6	0.0114626217	0.0071146217				681	32.042264058
5229250	0.8690732147	6.0588958E-6	0.0114625805	0.0071084805				682	31.2866357292
5229500	0.8481550066	5.6374239E-6	0.011462118	0.007101918				683	30.5335802376
5229750	0.8273211197	5.8302249E-6	0.0114618482	0.0070955482				684	29.7835603092
5230000	0.8067013267	6.1306356E-6	0.0114618788	0.0070894788				685	29.0412477612
5230250	0.7861257041	5.3504643E-6	0.0114611293	0.0070826293				686	28.3005253476
5230500	0.7653631082	5.4760091E-6	0.0114605053	0.0070759053				687	27.5530718952
5230750	0.7444449884	5.408753E-6	0.0114598141	0.0070691141				688	26.8000195824
5231000	0.724044148	5.8481598E-6	0.0114595622	0.0070627622				689	26.065589328
5231250	0.7027120634	5.0052161E-6	0.0114584674	0.0070555674				690	25.2976342824
5231500	0.682725762	5.5298141E-6	0.0114578973	0.0070488973				691	24.578127432
5231750	0.6621344147	5.3549481E-6	0.0114571522	0.0070420522				692	23.8368389292
5232000	0.6415571577	5.9737046E-6	0.0114570259	0.0070358259				693	23.0960576772
5232250	0.6207780422	5.1442122E-6	0.0114560701	0.0070287701				694	22.3480095192
5232500	0.599762085	5.1800821E-6	0.0114551502	0.0070217502				695	21.59143506
5232750	0.5788795666	4.8213827E-6	0.0114538716	0.0070143716				696	20.8396643976
5233000	0.5580479324	5.7315825E-6	0.0114535032	0.0070079032				697	20.0897255664
5233250	0.5374548183	5.3056269E-6	0.0114527088	0.0070010088				698	19.3483734588
5233500	0.5168689923	5.0276348E-6	0.0114516364	0.0069938364				699	18.6072837228
5233750	0.4960912902	4.7989639E-6	0.0114503354	0.0069864354				700	17.8592864472
5234000	0.4751730379	5.1890496E-6	0.0114494244	0.0069794244				701	17.1062293644
5234250	0.4541852614	5.3145944E-6	0.011448639	0.006972539				702	16.3506694104
5234500	0.4334008012	5.3056269E-6	0.0114478447	0.0069656447				703	15.6024288432
5234750	0.4133706386	5.7360662E-6	0.0114474807	0.0069591807				704	14.8813429896
5235000	0.3928364036	5.9198997E-6	0.0114473006	0.0069529006				705	14.1421105296
5235250	0.3722698801	5.6374239E-6	0.011446838	0.006946338				706	13.4017156836
5235500	0.3518074661	5.1486959E-6	0.0114458867	0.0069392867				707	12.6650687796
5235750	0.3307619148	5.3773668E-6	0.0114451641	0.0069324641				708	11.9074289328
5236000	0.3106354607	5.1800821E-6	0.0114442442	0.0069254442				709	11.1828765852
5236250	0.289658506	5.112826E-6	0.011443257	0.006918357				710	10.427706216
5236500	0.2688233824	4.570293E-6	0.0114417273	0.0069107273				711	9.6776417664
5236750	0.2482464346	4.8124152E-6	0.0114404397	0.0069033397				712	8.9368716456
5237000	0.2276581351	5.5118791E-6	0.0114398516	0.0068966516				713	8.1956928636
5237250	0.206896511	4.9469275E-6	0.0114386985	0.0068893985				714	7.448274396
5237500	0.1866570691	4.6958378E-6	0.0114372944	0.0068818944				715	6.7196544876
5237750	0.1659135107	4.6016792E-6	0.0114357961	0.0068742961				716	5.9728863852
5238000	0.1450130591	5.2204358E-6	0.0114349165	0.0068673165				717	5.2204701276
5238250	0.1243061179	5.1083422E-6	0.0114339248	0.0068602248				718	4.4750202444
5238500	0.1036450256	5.6732938E-6	0.0114334981	0.0068536981				719	3.7312209216
5238750	0.0808468765	4.6823866E-6	0.0114320805	0.0068461805				720	2.910487554
5239000	0.062474626	5.1666309E-6	0.0114311471	0.0068391471				721	2.249086536
5239250	0.0423140445	5.0231511E-6	0.0114300703	0.0068319703				722	1.523305602
5239500	0.0214754663	4.9065738E-6	0.0114288769	0.0068246769				723	0.7731167868
