Acquisition Time (ms)	Shunt Voltage (V)	Sample Voltage (V)	Integrated Sample Voltage (V)					Integrated Y1				
milliseconds	Volts	Volts	Volts									
								Integrate from 0.301348 to 0.147981 Area = 0.0755012				
2438500	0.0083707789	8.042418997E-7	3.042418997E-7	3.042418997E-7	8.042418997E-7			0	1	1	0.3013480404	0
2438750	0.0385472143	5.531433742E-7	3.573853E-7	3.573853E-7	1.3573853E-6			7.26435365809584E-7	2	2	1.3876997148	0.249999999999534
2439000	0.0688600757	3.737872846E-7	2.311726E-7	2.311726E-7	1.7311726E-6			1.22128530628266E-6	3	3	2.4789627252	0.5
2439250	0.0999169027	5.54302254E-8	-2.133972E-7	-2.133972E-7	1.7866028E-6			1.45004725972459E-6	4	4	3.5970084972	0.75
2439500	0.1382053769	1.2257287E-6	5.12331500000001E-7	5.12331500000001E-7	3.0123315E-6			2.31922857731559E-6	5	5	4.9753935684	1
2439750	0.1629121322	-7.01190373E-8	-5.77875000000001E-8	-5.77875000000001E-8	2.9422125E-6			2.82425871826319E-6	6	6	5.8648367592	1.25
2440000	0.1936858991	9.522106737E-7	3.944231E-7	3.944231E-7	3.8944231E-6			3.30179524543342E-6	7	7	6.9726923676	1.5
2440250	0.2244068813	3.065287509E-7	2.009519E-7	2.009519E-7	4.2009519E-6			3.98679049807777E-6	8	8	8.0786477268	1.75
2440500	0.2557368969	5.99141277E-8	-2.39134E-7	-2.39134E-7	4.260866E-6			4.18216359231661E-6	9	9	9.2065282884	2
2440750	0.2871510146	1.944311949E-7	-5.44702799999999E-7	-5.44702799999999E-7	4.4552972E-6			4.31467512015543E-6	10	10	10.3374365256	2.25
2441000	0.3186221132	4.410458182E-7	-6.03657E-7	-6.03657E-7	4.896343E-6			4.66333039993089E-6	11	11	11.4703960752	2.5
2441250	0.3499513337	6.338536146E-7	-4.698034E-7	-4.698034E-7	5.5301966E-6			5.25821558477018E-6	12	12	12.5982480132	2.75
2441500	0.380412368	-1.822165934E-7	-1.15202E-6	-1.15202E-6	5.34798E-6			5.4948815667128E-6	13	13	13.694845248	3
2441750	0.4112801755	1.0553404E-6	-5.96679499999999E-7	-5.96679499999999E-7	6.4033205E-6			5.96889467255713E-6	14	14	14.806086318	3.25
2442000	0.4428940357	1.092370523E-7	-9.874425E-7	-9.874425E-7	6.5125575E-6			6.62021588072865E-6	15	15	15.9441852852	3.5
2442250	0.4744118233	7.863062908E-7	-7.01136199999999E-7	-7.01136199999999E-7	7.2988638E-6			7.1169292849322E-6	16	16	17.0788256388	3.75
2442500	0.5049359784	-2.808624427E-7	-1.4819986E-6	-1.4819986E-6	7.0180014E-6			7.38364902454362E-6	17	17	18.1776952224	4
2442750	0.5366050968	-2.584429315E-7	-2.2404416E-6	-2.2404416E-6	6.7595584E-6			7.06482027843229E-6	18	18	19.3177834848	4.25
2443000	0.5672403426	8.445970199E-7	-1.8958445E-6	-1.8958445E-6	7.6041555E-6			7.37701713229085E-6	19	19	20.4206523336	4.5
2443250	0.5973665145	3.289482621E-7	-2.0668963E-6	-2.0668963E-6	7.9331037E-6			8.00255139457024E-6	20	20	21.505194522	4.75
2443500	0.6287586791	3.065287509E-7	-2.2603675E-6	-2.2603675E-6	8.2396325E-6			8.35033219716326E-6	21	21	22.6353124476	5
2443750	0.6603027487	5.621111787E-7	-2.1982564E-6	-2.1982564E-6	8.8017436E-6			8.83218422324681E-6	22	22	23.7708989532	5.25
2444000	0.6906272938	1.212277E-6	-1.4859793E-6	-1.4859793E-6	1.00140207E-5			9.78980264530891E-6	23	23	24.8625825768	5.5
2444250	0.7216610527	7.504350728E-7	-1.2355443E-6	-1.2355443E-6	1.07644557E-5			1.0875016490738E-5	24	24	25.9797978972	5.75
2444500	0.7530498603	9.253072602E-7	-8.10236999999999E-7	-8.10236999999999E-7	1.1689763E-5			1.18105084862008E-5	25	25	27.1097949708	6
2444750	0.7832758593	-7.01190373E-8	-1.3803561E-6	-1.3803561E-6	1.16196439E-5			1.22649076572242E-5	26	26	28.1979309348	6.25
2445000	0.8146474401	3.648194801E-7	-1.5155366E-6	-1.5155366E-6	1.19844634E-5			1.24200278256919E-5	27	27	29.3273078436	6.5
2445250	0.8448698612	-2.52800149E-8	-2.0408166E-6	-2.0408166E-6	1.19591834E-5			1.25938584386481E-5	28	28	30.4153150032	6.75
2445500	0.8750376425	8.266614109E-7	-1.7141552E-6	-1.7141552E-6	1.27858448E-5			1.30181642138436E-5	29	29	31.50135513	7
2445750	0.9062310364	6.069502011E-7	-1.607205E-6	-1.607205E-6	1.3392795E-5			1.38118804028687E-5	30	30	32.6243173104	7.25
2446000	0.9375817683	5.890145921E-7	-1.5181904E-6	-1.5181904E-6	1.39818096E-5			1.44754928280669E-5	31	31	33.7529436588	7.5
2446250	0.9687533416	6.831765392E-7	-1.3350138E-6	-1.3350138E-6	1.46649862E-5			1.51780826454956E-5	32	32	34.8751202976	7.75
2446500	0.9998085678	4.141424047E-7	-1.4208714E-6	-1.4208714E-6	1.50791286E-5			1.57802975483581E-5	33	33	35.9931084408	8
2446750	1.0307677	4.903687428E-7	-1.4305027E-6	-1.4305027E-6	1.55694973E-5			1.62732041042189E-5	34	34	37.1076372	8.24999999999953
2447000	1.062082	1.4466692E-5	1.25361893E-5	1.25361893E-5	3.00361893E-5			2.46925889261476E-5	35	35	38.234952	8.5
2447250	1.0933882	4.17198499E-5	5.37560392E-5	5.37560392E-5	7.17560392E-5			5.63430868186836E-5	36	36	39.3619752	8.75
2447500	1.1247424	8.91909229E-5	1.424469621E-4	1.424469621E-4	1.609469621E-4			1.30214645252148E-4	37	37	40.4907264	9
2447750	1.1549547	1.279497739E-4	2.698967359E-4	2.698967359E-4	2.888967359E-4			2.48289526554899E-4	38	38	41.5783692	9.25
2448000	1.1864349	1.601621276E-4	4.295588635E-4	4.295588635E-4	4.490588635E-4			4.11534958751705E-4	39	39	42.7116564	9.5
2448250	1.2231732	2.00230278E-4	6.292891415E-4	6.292891415E-4	6.492891415E-4			6.49845410627485E-4	40	40	44.0342352	9.75
2448500	1.2479215	2.395182294E-4	8.683073709E-4	8.683073709E-4	8.888073709E-4			8.45731004981858E-4	41	41	44.925174	10
2448750	1.2792313	3.228829399E-4	0.0011906903	0.0011906903	0.0012116903			0.00116267575980374	42	42	46.0523268	10.25
2449000	1.3106571	4.005486106E-4	0.0015907389	0.0015907389	0.0016122389			0.0015718839204704	43	43	47.1836556	10.5
2449250	1.3410171	4.204571366E-4	0.0020106961	0.0020106961	0.0020326961			0.00202053621160025	44	44	48.2766156	10.75
2449500	1.3724184	5.307700995E-4	0.0025409662	0.0025409662	0.0025634662			0.0025581807996933	45	45	49.4070624	11
2449750	1.4038712	0.0010294249	0.003569891	0.003569891	0.003592891			0.00344147449973022	46	46	50.5393632	11.25
2450000	1.4351575	0.0016721564	0.0052415474	0.0052415474	0.0052650474			0.00496286793113363	47	47	51.66567	11.5
2450250	1.466569	0.0013536827	0.0065947302	0.0065947302	0.0066187302			0.00667368723100734	48	48	52.796484	11.75
2450500	1.4965887	6.627044391E-4	0.0072569346	0.0072569346	0.0072814346			0.00776324048990887	49	49	53.8771932	12
2450750	1.5281258	3.480062442E-4	0.0076044408	0.0076044408	0.0076294408			0.00833697704657828	50	50	55.0125288	12.25
2451000	1.5597061	1.030955037E-4	0.0077070363	0.0077070363	0.0077325363			0.00859339239119599	51	51	56.1494196	12.5
2451250	1.5900875	2.176098831E-4	0.0079241462	0.0079241462	0.0079501462			0.00876876406938545	52	52	57.24315	12.75
2451500	1.6211729	1.834470319E-4	0.0081070933	0.0081070933	0.0081335933			0.00899315914190119	53	53	58.3622244	13.0000000000005
2451750	1.6525082	1.686546384E-4	0.0082752479	0.0082752479	0.0083022479			0.00919174566764152	54	54	59.4902952	13.25
2452000	1.6841188	1.751652645E-4	0.0084499132	0.0084499132	0.0084774132			0.00938736464943251	55	55	60.6282768	13.5
2452250	1.7156518	1.794787784E-4	0.0086288919	0.0086288919	0.0086568919			0.00958864712843829	56	56	61.7634648	13.75
2452500	1.7460061	1.7555088E-4	0.0088039428	0.0088039428	0.0088324428			0.00978261638256977	57	57	62.8562196	14
2452750	1.7770509	1.600276105E-4	0.0089634704	0.0089634704	0.0089924704			0.00997012861463551	58	58	63.9738324	14.25
2453000	1.8084713	1.552746741E-4	0.0091182451	0.0091182451	0.0091477451			0.0101484419335463	59	59	65.1049668	14.5
2453250	1.8387837	1.507593846E-4	0.0092685045	0.0092685045	0.0092985045			0.0103154103034992	60	60	66.1962132	14.75
2453500	1.8701702	1.722148568E-4	0.0094402193	0.0094402193	0.0094707193			0.0104978655628578	61	61	67.3261272	15
2453750	1.9016908	1.711790754E-4	0.0096108984	0.0096108984	0.0096418984			0.0106926859054693	62	62	68.4608688	15.25
2454000	1.9330154	1.481990764E-4	0.0097585975	0.0097585975	0.0097900975			0.010872753699983	63	63	69.5885544	15.5
